28.4176	2.03336	0.755001	0.707814	0.615746	0.323168	-0.0376489	-0.157446	-0.108619	-0.0620527	-0.21836	-0.176416	-0.123385	
28.1631	2.18501	0.584699	0.736634	0.639312	0.366422	-0.0988343	-0.194967	-0.137805	-0.0953045	-0.23649	-0.217253	-0.131551	
27.8888	2.07799	0.624955	0.698721	0.675303	0.316741	-0.0758553	-0.210101	-0.1815	-0.0865959	-0.279321	-0.227792	-0.14025	
27.7144	2.29224	0.455025	0.76922	0.695361	0.360755	-0.088746	-0.195626	-0.177277	-0.0567254	-0.261924	-0.283211	-0.130619	
27.5452	2.09208	0.545668	0.69282	0.723884	0.398148	-0.0956972	-0.218273	-0.10613	-0.0414063	-0.209974	-0.224618	-0.123925	
27.4701	2.35639	0.456867	0.818143	0.688544	0.399272	-0.0723254	-0.173193	-0.13378	0.00607129	-0.15323	-0.247195	-0.109646	
27.9781	2.0906	0.689857	0.765778	0.746148	0.318682	-0.0208933	-0.185074	-0.153832	0.0337784	-0.152862	-0.212452	-0.113411	
28.4814	2.32361	0.628347	0.853884	0.755631	0.327607	0.026414	-0.154091	-0.190444	0.0810129	-0.104078	-0.258425	-0.132886	
28.5653	2.25426	0.661235	0.83729	0.76914	0.358697	0.0386079	-0.149664	-0.17033	0.0822511	-0.112888	-0.239631	-0.127263	
28.0294	2.34389	0.490748	0.836559	0.771301	0.437594	-0.0367156	-0.0873734	-0.0583823	0.0719807	-0.110988	-0.183268	-0.0374546	
28.0367	2.06327	0.724069	0.724031	0.777498	0.454501	-0.039816	-0.156228	-0.00167943	0.0434622	-0.100573	-0.132761	-0.0411953	
28.0803	2.29979	0.678252	0.772463	0.813614	0.447435	-0.0441408	-0.158457	-0.0180324	0.0393961	-0.10125	-0.165335	-0.064329	
27.7841	2.39479	0.655128	0.756797	0.810542	0.378514	-0.0108544	-0.145481	-0.0602494	0.057481	-0.105894	-0.170029	-0.0579031	
27.5752	2.46713	0.659045	0.7344	0.859369	0.381106	-0.0635864	-0.192892	-0.0345622	0.0244426	-0.0863388	-0.186864	-0.100712	
27.6795	2.54442	0.635259	0.81058	0.856226	0.331314	-0.0212663	-0.209384	-0.0728827	0.0358445	-0.0859814	-0.228357	-0.137995	
27.1063	3.05537	0.262097	0.971444	0.774771	0.206024	0.0945018	-0.273588	-0.160597	0.121059	-0.0793581	-0.265762	-0.0657524	
26.6808	2.8038	0.44845	0.733856	0.668714	0.151961	0.0825347	-0.199754	-0.213563	0.125554	-0.0372242	-0.287144	-0.0895512	
26.5487	2.73815	0.541609	0.597938	0.642306	0.177947	0.056489	-0.189325	-0.269449	0.122738	-0.0343434	-0.257997	-0.112408	
26.0371	2.63518	0.575744	0.407031	0.529525	0.239237	0.0568156	-0.184842	-0.259473	0.157086	-0.0659152	-0.18022	-0.0547016	
26.5196	2.98813	0.506462	0.447914	0.448821	0.226154	0.084415	-0.148089	-0.202115	0.137098	-0.0655327	-0.263578	-0.0918748	
26.8792	3.17342	0.523156	0.45299	0.439185	0.239863	-0.025538	-0.186267	-0.167362	0.0948582	-0.0410432	-0.220838	-0.108437	
26.4152	2.96729	0.611226	0.311455	0.422197	0.208509	-0.116881	-0.109043	-0.195697	0.0952783	-0.072877	-0.169655	-0.0668441	
25.5633	3.06071	0.459643	0.284651	0.268007	0.154422	-0.128129	-0.0334881	-0.292983	0.105872	-0.00773863	-0.234401	-0.100387	
25.1353	2.93361	0.484451	0.207807	0.209562	0.0450762	-0.0364021	-0.142199	-0.363323	0.147898	-0.0624455	-0.274029	-0.123274	
25.5973	3.13956	0.549745	0.14373	0.214006	0.0944179	-0.0326033	-0.103459	-0.226609	0.0674031	-0.0919462	-0.240083	-0.147308	
25.8339	3.03422	0.763898	0.0607469	0.181624	0.242636	0.00605494	-0.102995	-0.132352	0.00499469	-0.153163	-0.201289	-0.130366	
25.793	2.98838	0.921054	0.0268621	0.14795	0.295564	0.0165186	-0.040457	-0.115134	0.0188779	-0.0906089	-0.113354	-0.0818668	
26.1136	2.86351	0.980095	0.089716	0.116314	0.275396	0.110619	-0.0186171	-0.0886841	0.0280494	-0.0441892	-0.0154739	-0.00867813	
26.2878	3.2077	0.88932	0.00222451	0.179888	0.279	0.108464	0.119166	-0.14576	0.118732	0.00802178	0.00240542	-0.0433429	
25.755	3.03008	1.10853	0.0444804	0.0978638	0.228014	0.0546449	0.0624052	-0.108459	0.105766	-0.00981353	0.039996	0.0204878	
24.5125	2.41483	1.13209	0.281866	0.00416752	0.0161698	0.0397766	0.0605717	-0.0287067	-0.0300257	-0.101579	0.000152374	0.057044	
24.8408	2.29118	1.23934	0.512374	0.176325	0.134881	0.14947	0.0917525	-0.0622191	-0.10474	-0.0798732	-0.0354324	0.0207644	
