26.2641	1.87044	0.844043	0.645639	0.57762	0.349479	0.0318842	-0.0987081	-0.139749	-0.226322	-0.161809	-0.0872562	-0.130792	
25.9894	1.89627	0.87967	0.718226	0.597716	0.390417	0.0342251	-0.0883188	-0.15236	-0.276201	-0.124968	-0.121779	-0.172376	
25.8878	1.87202	0.927584	0.733631	0.553661	0.333695	0.0475591	-0.0731319	-0.10965	-0.275321	-0.189081	-0.100638	-0.144919	
26.061	1.8455	0.900654	0.73338	0.585824	0.367141	-0.00414194	-0.0784918	-0.105889	-0.298651	-0.171585	-0.105713	-0.148637	
26.2196	2.1387	0.754569	0.741155	0.502849	0.394571	-0.0129969	-0.0197138	-0.0683636	-0.464947	-0.17112	-0.0435814	-0.13972	

26.3255	2.36439	0.462655	0.400223	0.836368	0.51051	-0.148561	-0.19309	-0.12327	-0.106658	-0.0892404	-0.105727	-0.132799	
26.4893	2.59618	0.416202	0.499758	0.790214	0.473473	-0.207924	-0.262235	-0.0846957	-0.162791	-0.112447	-0.095407	-0.110318	
26.5287	2.80115	0.378488	0.459032	0.749146	0.513875	-0.163348	-0.269635	-0.118363	-0.121323	-0.155025	-0.152716	-0.106111	
26.6329	2.71061	0.602476	0.597802	0.763477	0.486206	-0.189364	-0.266387	-0.118384	-0.147899	-0.106944	-0.161304	-0.163467	
26.5115	2.44325	0.631266	0.477357	0.785945	0.571268	-0.171103	-0.254155	-0.0721627	-0.138093	-0.110017	-0.191971	-0.149075	

27.2808	2.17461	0.931866	0.47165	0.412222	0.425554	0.0841539	-0.178937	-0.208245	-0.239661	-0.0770905	-0.0695861	-0.10484	
27.5558	2.24166	0.926613	0.474397	0.44471	0.439225	0.0181941	-0.136146	-0.168505	-0.274534	-0.0941282	-0.0960924	-0.0989909	
27.311	2.51886	1.10431	0.481244	0.23753	0.741425	0.095962	-0.210328	-0.140969	-0.299805	0.0162254	-0.0936159	-0.202307	
27.0573	2.59434	0.986059	0.383711	0.326276	0.560716	-0.0370662	-0.067803	0.0249592	-0.315184	-0.212377	-0.233789	-0.0857714	
26.9587	3.08266	0.683007	0.309914	0.520484	0.583322	-0.129646	-0.0632299	-0.0289846	-0.290542	-0.269865	-0.136441	0.0756487	

25.197	1.87872	1.17905	0.852879	0.44487	0.5159	0.266859	0.0314297	-0.0274856	-0.097873	-0.140436	-0.0734156	-0.141364	
25.5149	1.8357	1.10435	0.719648	0.419498	0.407088	0.170166	0.0489813	-0.0379766	-0.250092	-0.186665	-0.0846838	-0.140285	
24.996	1.91869	1.10123	0.681262	0.401131	0.381917	0.191053	0.0904478	-0.0435494	-0.246951	-0.230539	-0.0741363	-0.112396	
24.937	2.1898	1.29314	0.715298	0.14473	0.7383	0.184857	0.173837	-0.0359943	-0.256849	-0.131676	-0.156066	-0.0883401	
24.7799	1.72762	1.16948	0.799278	0.352248	0.581462	0.158226	0.158622	0.0859058	-0.264304	-0.101843	-0.0647651	-0.137056	

27.1087	2.17818	0.767697	0.594003	0.478313	0.694345	0.0635914	0.0940678	0.0248333	-0.303301	-0.164785	-0.0751095	-0.0348827	
26.9428	2.27234	0.846979	0.459303	0.541923	0.665477	-0.0614912	0.0766157	-0.0239041	-0.302094	-0.195082	-0.151895	-0.0026797	
27.0329	2.45373	0.698865	0.426718	0.644579	0.667122	0.0399782	0.0316437	0.0129535	-0.278089	-0.201905	-0.0824952	0.00800532	
27.073	2.13093	0.905743	0.483086	0.441623	0.674501	0.158739	0.0449028	-0.158326	-0.196501	-0.0767644	-0.0553465	-0.0808906	
27.1089	2.04551	0.815102	0.550646	0.603592	0.721397	0.034899	-0.0188902	-0.00916706	-0.22386	-0.192713	-0.106746	-0.0831966	

26.7121	2.17189	0.461563	0.283436	0.540591	0.61665	0.301803	-0.136936	-0.225719	-0.0195317	-0.163039	-0.00399642	-0.0207215	
26.8928	2.12176	0.612386	0.312235	0.448524	0.546562	0.232083	-0.147434	-0.272573	-0.1078	-0.200886	0.0224333	-0.0229518	
27.1321	2.18757	0.60191	0.346107	0.454686	0.534788	0.2935	-0.16094	-0.324371	-0.0853807	-0.197807	0.00733688	-0.0329907	
26.702	2.19876	0.574089	0.378336	0.544872	0.549349	0.119811	-0.125611	-0.233131	-0.0832439	-0.208292	-0.0416214	-0.0256672	
25.8281	2.28294	0.628368	0.233449	0.381371	0.560466	0.227391	-0.274554	-0.352259	-0.0701833	-0.209282	0.00118189	-0.0313412	

27.4904	2.76836	0.357485	0.392872	0.469467	0.768003	0.141524	-0.125205	-0.434145	-0.0943734	-0.0289933	-0.175056	-0.115176	
27.9874	2.63969	0.438635	0.391466	0.558189	0.717833	0.120535	-0.201341	-0.247634	-0.121942	-0.101226	-0.0981459	-0.0984075	
27.9555	2.4591	0.504216	0.393084	0.632527	0.660832	0.181197	-0.170689	-0.286684	-0.0787411	-0.146168	-0.087368	-0.0860435	
27.4546	2.43194	0.43346	0.502909	0.623626	0.654544	0.282008	-0.123112	-0.272236	-0.00670081	-0.0870033	-0.065887	-0.0627373	
27.3309	2.55921	0.250066	0.542426	0.662585	0.754591	0.216291	0.0214152	-0.295194	-0.0191839	-0.0160212	-0.102758	-0.0299204	

25.952	2.37472	0.809981	0.590859	0.71736	0.546079	0.0374538	-0.079638	-0.132895	-0.277418	-0.00434768	-0.0707525	-0.172156	
26.0153	1.94013	0.966994	0.686049	0.591533	0.355352	0.125507	0.0500587	-0.0946545	-0.220999	-0.145397	-0.079326	-0.123328	
26.3263	2.06193	0.68544	0.568987	0.730541	0.414258	-0.00982678	-0.0176553	-0.0672416	-0.273024	-0.166999	-0.0326134	-0.0747273	
26.5224	2.47777	0.396395	0.560652	0.775449	0.500013	-0.0229132	0.0341814	-0.103921	-0.354135	-0.167961	0.0748058	-0.0336357	
25.999	2.3593	0.426296	0.541079	0.793828	0.407731	-0.0302329	-0.00486987	-0.108894	-0.311314	-0.124394	0.0584631	-0.0735677	

